yy,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6865,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6709,aeronautica_6782,aeronautica_6826,marche_104,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6897,aeronautica_6901,lazio_289,marche_25,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6919,aeronautica_6922
1987,3.42,2.54,6.54,-1.6399999999999997,8.5,1.27,-7.550000000000001,27.5,14.24,6.33,3.88,7.33,NA,-4.62,3.960000000000001,18.23,2.38,NA,3,-0.07000000000000028,7.859999999999999,12.54,15.899999999999999,22.96,6.28,1.74,8.25,1.31,4.859999999999999,18.590000000000003,21.680000000000007,28.97,30.36,11.219999999999999,12.180000000000007,31.93,16,33.26,26.89,34,-11.52,28.83,19.86,5.460000000000001,13.190000000000001,20.89
1988,NA,NA,NA,NA,16.5,0.27,11.45,18.5,-0.7599999999999998,NA,0.8799999999999999,6.33,NA,NA,3.960000000000001,5.23,7.38,23.88,3,NA,7.859999999999999,NA,12.899999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,23,5.48,15.829999999999998,28.86,17.46,NA,NA
1989,-0.58,2.54,5.54,-6.64,5.5,-0.73,1.4499999999999993,-9.5,7.24,-0.67,1.88,-3.67,2.59,7.38,-6.039999999999999,8.23,-0.6200000000000001,1.879999999999999,-1,-6.07,-4.140000000000001,-5.460000000000001,0.8999999999999986,10.96,2.2800000000000002,-1.26,9.25,-0.69,-5.140000000000001,-23.409999999999997,3.680000000000007,10.969999999999999,-11.64,-3.780000000000001,-2.819999999999993,11.93,1,16.259999999999998,3.8900000000000006,-3,-4.52,21.83,13.86,4.460000000000001,0.19000000000000128,-8.11
1990,-0.58,-2.46,-2.46,-5.64,-0.5,-1.73,-1.5500000000000007,NA,-0.7599999999999998,-0.67,-1.12,-6.67,NA,5.38,-1.0399999999999991,-0.7699999999999996,-2.62,-1.120000000000001,-2,-0.07000000000000028,-3.1400000000000006,-2.460000000000001,-3.1000000000000014,0.9600000000000009,-2.7199999999999998,-0.26,-2.75,-2.69,-12.14,16.590000000000003,31.680000000000007,5.969999999999999,9.36,31.22,17.180000000000007,NA,0,43.26,34.89,11,-1.5199999999999996,26.83,2.8599999999999994,NA,10.190000000000001,8.89
1991,-0.58,-1.46,7.54,-2.6399999999999997,7.5,NA,13.45,NA,8.24,-0.67,7.88,15.33,1.5899999999999999,5.38,19.96,15.23,7.38,4.879999999999999,-2,1.9299999999999997,7.859999999999999,5.539999999999999,14.899999999999999,32.96,2.2800000000000002,-1.26,7.25,-0.69,-5.140000000000001,23.590000000000003,18.680000000000007,6.969999999999999,13.36,11.219999999999999,12.180000000000007,23.93,5,NA,29.89,31,0.4800000000000004,18.83,3.8599999999999994,16.46,8.190000000000001,6.890000000000001
1992,-0.58,14.54,26.54,-1.6399999999999997,-0.5,NA,1.4499999999999993,7.5,12.24,-0.67,8.879999999999999,15.33,8.59,11.379999999999999,8.96,10.23,10.379999999999999,4.879999999999999,1,14.93,10.86,10.54,6.899999999999999,10.96,5.28,-1.26,15.25,0.31000000000000005,-1.1400000000000006,17.590000000000003,28.680000000000007,12.969999999999999,-0.6400000000000006,10.219999999999999,9.180000000000007,6.93,-1,16.259999999999998,23.89,25,28.48,20.83,19.86,NA,23.19,-15.11
1993,-0.58,2.54,16.54,-2.6399999999999997,1.5,2.27,3.4499999999999993,23.5,7.24,1.33,-4.12,7.33,-4.41,0.3799999999999999,11.96,7.23,5.38,NA,13,8.93,13.86,14.54,2.8999999999999986,7.960000000000001,2.2800000000000002,0.74,8.25,2.31,-0.14000000000000057,20.590000000000003,4.680000000000007,3.969999999999999,9.36,29.22,30.180000000000007,16.93,5,32.26,20.89,6,7.48,29.83,14.86,26.46,-3.8099999999999987,-8.11
1994,-0.58,12.54,42.54,2.3600000000000003,18.5,2.27,23.45,51.5,20.240000000000002,-0.67,11.879999999999999,21.33,7.59,9.379999999999999,25.96,24.23,7.38,NA,8,19.93,27.86,17.54,26.9,32.96,12.280000000000001,-0.26,34.25,1.31,14.86,20.590000000000003,25.680000000000007,32.97,26.36,14.219999999999999,22.180000000000007,26.93,22,42.26,30.89,30,NA,23.83,34.86,17.46,23.19,12.89
1995,-0.58,1.54,13.54,4.36,2.5,-3.73,-8.55,17.5,10.24,-0.67,6.88,9.33,3.59,15.379999999999999,8.96,4.23,5.38,-9.120000000000001,-2,5.93,NA,-5.460000000000001,-4.100000000000001,16.96,3.2800000000000002,-0.26,14.25,10.31,-10.14,-13.409999999999997,-4.319999999999993,4.969999999999999,6.359999999999999,-4.780000000000001,0.18000000000000682,17.93,3,7.259999999999998,14.89,NA,-2.5199999999999996,31.83,21.86,NA,17.19,-2.1099999999999994
1996,-0.58,-0.45999999999999996,13.54,-3.6399999999999997,-3.5,-1.73,-5.550000000000001,3.5,NA,-0.67,6.88,-6.67,0.5899999999999999,-5.62,-6.039999999999999,-9.77,NA,-8.120000000000001,-2,-2.0700000000000003,-3.1400000000000006,-8.46,-8.100000000000001,2.960000000000001,-3.7199999999999998,-1.26,-3.75,-1.69,-4.140000000000001,-22.409999999999997,-14.319999999999993,3.969999999999999,8.36,-22.78,-5.819999999999993,14.93,11,-0.740000000000002,-9.11,NA,-6.52,9.829999999999998,20.86,23.46,-6.809999999999999,-4.109999999999999
1997,-0.58,1.54,8.54,-6.64,-7.5,-0.73,-4.550000000000001,26.5,NA,-0.67,9.879999999999999,3.33,-0.41000000000000014,-5.62,-13.04,20.23,-4.62,-10.120000000000001,-3,-0.07000000000000028,NA,-6.460000000000001,-7.100000000000001,39.96,0.28000000000000025,-1.26,23.25,0.31000000000000005,-3.1400000000000006,-18.409999999999997,18.680000000000007,15.969999999999999,10.36,3.219999999999999,16.180000000000007,21.93,19,31.259999999999998,20.89,NA,-1.5199999999999996,24.83,28.86,2.460000000000001,NA,1.8900000000000006
1998,2.42,8.54,27.54,9.36,5.5,-1.73,25.45,37.5,NA,0.32999999999999996,15.879999999999999,23.33,13.59,NA,11.96,31.23,16.38,22.88,NA,7.93,28.86,20.54,18.9,43.96,6.28,-0.26,36.25,4.3100000000000005,13.86,-10.409999999999997,3.680000000000007,23.97,NA,-7.780000000000001,9.180000000000007,17.93,18,14.259999999999998,4.890000000000001,NA,NA,25.83,37.86,45.46,15.190000000000001,7.890000000000001
1999,NA,5.54,NA,NA,-0.5,4.27,5.449999999999999,NA,NA,NA,-1.12,6.33,NA,NA,-0.03999999999999915,16.23,2.38,3.879999999999999,NA,NA,NA,NA,-2.1000000000000014,NA,NA,NA,NA,8.31,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,27,NA,NA,51.86,36.46,NA,NA
2000,NA,NA,NA,6.36,2.5,4.27,13.45,41.5,NA,NA,-2.12,-2.67,NA,NA,-0.03999999999999915,17.23,1.38,6.879999999999999,4,NA,NA,10.54,1.8999999999999986,35.96,NA,NA,NA,-1.69,7.859999999999999,NA,NA,NA,NA,21.22,20.180000000000007,10.93,10,NA,13.89,19,9.48,33.83,22.86,17.46,NA,NA
2001,-0.58,NA,NA,3.3600000000000003,NA,4.27,17.45,NA,NA,-0.67,0.8799999999999999,10.33,1.5899999999999999,14.379999999999999,14.96,27.23,5.38,9.879999999999999,1,13.93,15.86,4.539999999999999,10.899999999999999,23.96,10.280000000000001,-0.26,25.25,NA,-0.14000000000000057,NA,26.680000000000007,16.97,16.36,10.219999999999999,28.180000000000007,35.93,20,NA,24.89,28,16.48,17.83,32.86,38.46,16.19,5.890000000000001
2002,-0.58,NA,NA,-0.6399999999999997,-9.5,NA,2.4499999999999993,NA,2.24,-0.67,-0.1200000000000001,0.33000000000000007,NA,26.38,8.96,-2.7699999999999996,7.38,6.879999999999999,-2,-3.0700000000000003,4.859999999999999,4.539999999999999,23.9,39.96,6.28,1.74,16.25,-0.69,-0.14000000000000057,11.590000000000003,-0.3199999999999932,18.97,NA,-2.780000000000001,-4.819999999999993,20.93,27,-0.740000000000002,20.89,29,NA,37.83,NA,30.46,-0.8099999999999987,-2.1099999999999994
2003,3.42,NA,NA,23.36,29.5,3.27,30.45,49.5,40.24,0.32999999999999996,19.88,41.33,35.59,53.38,51.96,42.230000000000004,18.38,49.879999999999995,15,NA,44.86,35.54,46.9,72.96000000000001,63.28,17.74,52.25,13.31,16.86,26.590000000000003,58.68000000000001,50.97,36.36,21.22,12.180000000000007,36.93,46,45.26,20.89,56,42.480000000000004,27.83,57.86,54.46,32.19,18.89
2004,2.42,2.54,17.54,-5.64,-2.5,NA,3.4499999999999993,48.5,4.24,-0.67,-2.12,15.33,2.59,3.38,10.96,1.2300000000000004,1.38,20.88,8,-5.07,6.859999999999999,9.54,7.899999999999999,20.96,6.28,3.74,13.25,5.3100000000000005,-3.1400000000000006,17.590000000000003,6.680000000000007,8.969999999999999,15.36,4.219999999999999,14.180000000000007,10.93,15,29.259999999999998,10.89,16,8.48,11.829999999999998,13.86,15.46,1.1900000000000013,18.89
2005,-0.58,1.54,12.54,4.36,-3.5,0.27,-1.5500000000000007,-5.5,2.24,0.32999999999999996,11.879999999999999,16.33,3.59,8.379999999999999,9.96,0.23000000000000043,5.38,-3.120000000000001,1,14.93,6.859999999999999,6.539999999999999,2.8999999999999986,37.96,4.28,-0.26,13.25,11.31,7.859999999999999,18.590000000000003,10.680000000000007,5.969999999999999,17.36,8.219999999999999,14.180000000000007,16.93,16,40.26,3.8900000000000006,17,6.48,32.83,0.8599999999999994,NA,8.190000000000001,10.89
2006,0.42000000000000004,0.54,18.54,2.3600000000000003,7.5,-2.73,6.449999999999999,4.5,21.240000000000002,0.32999999999999996,12.879999999999999,17.33,5.59,21.38,26.96,12.23,13.379999999999999,8.879999999999999,2,13.93,15.86,18.54,19.9,29.96,11.280000000000001,4.74,29.25,1.31,13.86,9.590000000000003,9.680000000000007,7.969999999999999,14.36,10.219999999999999,23.180000000000007,8.93,31,38.26,11.89,32,4.48,13.829999999999998,6.859999999999999,43.46,31.19,13.89
2007,-0.58,4.54,18.54,6.36,-3.5,-0.73,13.45,6.5,-6.76,-0.67,-5.12,-2.67,NA,1.38,15.96,13.23,6.38,19.88,4,0.9299999999999997,8.86,16.54,14.899999999999999,5.960000000000001,-2.7199999999999998,2.74,8.25,2.31,4.859999999999999,-7.409999999999997,0.6800000000000068,11.969999999999999,20.36,-10.780000000000001,6.180000000000007,12.93,27,1.259999999999998,23.89,NA,9.48,14.829999999999998,7.859999999999999,40.46,-6.809999999999999,15.89
2008,-0.58,3.54,42.54,6.36,13.5,NA,NA,50.5,4.24,-0.67,2.88,5.33,7.59,5.38,22.96,23.23,12.379999999999999,11.879999999999999,5,3.9299999999999997,7.859999999999999,27.54,10.899999999999999,36.96,9.280000000000001,3.74,13.25,-0.69,1.8599999999999994,8.590000000000003,17.680000000000007,26.97,26.36,-3.780000000000001,2.180000000000007,17.93,3,33.26,18.89,26,21.48,15.829999999999998,33.86,40.46,7.190000000000001,6.890000000000001
2009,-0.58,4.54,23.54,-0.6399999999999997,3.5,NA,NA,49.5,13.24,0.32999999999999996,1.88,22.33,6.59,19.38,29.96,36.230000000000004,11.379999999999999,12.879999999999999,NA,5.93,21.86,19.54,15.899999999999999,46.96,9.280000000000001,1.74,36.25,5.3100000000000005,NA,19.590000000000003,12.680000000000007,15.969999999999999,30.36,18.22,15.180000000000007,16.93,34,36.26,23.89,32,10.48,-0.1700000000000017,26.86,38.46,10.190000000000001,10.89
2010,0.42000000000000004,3.54,27.54,7.36,6.5,-0.73,0.4499999999999993,32.5,9.24,0.32999999999999996,9.879999999999999,20.33,11.59,19.38,17.96,15.23,14.379999999999999,-0.120000000000001,4,3.9299999999999997,8.86,6.539999999999999,NA,26.96,7.28,3.74,21.25,20.31,NA,13.590000000000003,1.6800000000000068,14.969999999999999,3.3599999999999994,14.219999999999999,-7.819999999999993,30.93,20,33.26,20.89,29,10.48,15.829999999999998,47.86,28.46,-7.809999999999999,1.8900000000000006
2011,0.42000000000000004,3.54,23.54,-1.6399999999999997,2.5,0.27,16.45,35.5,4.24,-0.67,2.88,7.33,1.5899999999999999,7.38,27.96,23.23,11.379999999999999,6.879999999999999,1,1.9299999999999997,20.86,21.54,17.9,28.96,2.2800000000000002,2.74,12.25,-2.69,NA,23.590000000000003,10.680000000000007,28.97,16.36,13.219999999999999,17.180000000000007,-10.07,11,37.26,8.89,21,9.48,14.829999999999998,58.86,34.46,-2.8099999999999987,5.890000000000001
2012,-0.58,13.54,41.54,10.36,20.5,3.27,21.45,47.5,14.24,0.32999999999999996,6.88,25.33,0.5899999999999999,48.38,31.96,35.230000000000004,19.38,17.88,15,8.93,39.86,36.54,30.9,28.96,6.28,8.74,32.25,17.31,NA,21.590000000000003,19.680000000000007,30.97,45.36,21.22,21.180000000000007,29.93,19,39.26,19.89,46,40.480000000000004,16.83,23.86,56.46,27.19,10.89
2013,0.42000000000000004,8.54,19.54,2.3600000000000003,11.5,-2.73,-4.550000000000001,34.5,10.24,-0.67,2.88,12.33,3.59,33.38,19.96,15.23,13.379999999999999,-7.120000000000001,-3,10.93,7.859999999999999,8.54,NA,23.96,-0.7199999999999998,3.74,8.25,9.31,NA,13.590000000000003,11.680000000000007,16.97,24.36,16.22,2.180000000000007,16.93,16,40.26,19.89,29,9.48,14.829999999999998,20.86,30.46,-12.809999999999999,-14.11
2014,0.42000000000000004,3.54,7.54,-3.6399999999999997,-10.5,-1.73,-5.550000000000001,5.5,-6.76,-0.67,-5.12,0.33000000000000007,-4.41,5.38,-1.0399999999999991,-6.77,NA,-11.120000000000001,-2,-1.0700000000000003,-3.1400000000000006,NA,-12.100000000000001,-1.0399999999999991,-1.7199999999999998,1.74,5.25,1.31,NA,-0.4099999999999966,15.680000000000007,3.969999999999999,18.36,28.22,14.180000000000007,9.93,9,43.26,31.89,NA,NA,15.829999999999998,19.86,NA,5.190000000000001,-4.109999999999999
2015,9.42,29.54,36.54,21.36,16.5,6.27,21.45,35.5,26.240000000000002,0.32999999999999996,17.88,31.33,31.59,24.38,26.96,23.23,NA,NA,12,18.93,24.86,24.54,22.9,30.96,13.280000000000001,8.74,42.25,24.31,NA,22.590000000000003,19.680000000000007,16.97,19.36,0.21999999999999886,12.180000000000007,26.93,29,35.26,13.89,49,36.480000000000004,NA,NA,NA,22.19,2.8900000000000006
2016,-0.58,0.54,18.54,2.3600000000000003,4.5,-2.73,3.4499999999999993,NA,6.24,-0.67,0.8799999999999999,14.33,NA,5.38,10.96,16.23,8.379999999999999,NA,1,0.9299999999999997,8.86,2.539999999999999,4.899999999999999,17.96,3.2800000000000002,4.74,15.25,25.31,NA,-3.4099999999999966,18.680000000000007,24.97,10.36,NA,12.180000000000007,-1.0700000000000003,4,24.259999999999998,22.89,30,NA,13.829999999999998,14.86,26.46,-15.809999999999999,-10.11
2017,1.42,NA,35.54,13.36,-0.5,3.27,19.45,38.5,21.240000000000002,5.33,13.879999999999999,27.33,NA,15.379999999999999,19.96,25.23,14.379999999999999,NA,13,18.93,28.86,21.54,NA,36.96,8.280000000000001,6.74,29.25,25.31,NA,7.590000000000003,14.680000000000007,23.97,23.36,7.219999999999999,11.180000000000007,4.93,33,23.259999999999998,NA,39,25.48,0.8299999999999983,24.86,39.46,14.190000000000001,5.890000000000001
2018,2.42,NA,26.54,-0.6399999999999997,4.5,-3.73,2.4499999999999993,NA,9.24,-0.67,2.88,18.33,16.59,11.379999999999999,23.96,21.23,NA,18.88,-1,14.93,20.86,4.539999999999999,6.899999999999999,49.96,6.28,11.74,17.25,32.31,NA,15.590000000000003,39.68000000000001,36.97,41.36,46.22,14.180000000000007,21.93,26,30.259999999999998,NA,38,15.48,25.83,4.859999999999999,26.46,4.190000000000001,6.890000000000001
2019,4.42,12.54,42.54,5.36,19.5,-2.73,10.45,43.5,18.240000000000002,-0.67,13.879999999999999,NA,13.59,20.38,35.96,27.23,20.38,28.88,4,22.93,26.86,26.54,13.899999999999999,42.96,4.28,11.74,24.25,56.31,NA,32.59,37.68000000000001,30.97,47.36,21.22,28.180000000000007,19.93,36,36.26,34.89,53,26.48,16.83,53.86,52.46,27.19,6.890000000000001
2020,2.42,8.54,41.54,7.36,5.5,-1.73,7.449999999999999,19.5,11.24,-0.67,4.88,10.33,5.59,6.38,12.96,NA,NA,13.879999999999999,6,19.93,17.86,17.54,5.899999999999999,32.96,2.2800000000000002,7.74,36.25,6.3100000000000005,19.86,11.590000000000003,19.680000000000007,22.97,26.36,NA,9.180000000000007,32.93,36,27.259999999999998,25.89,48,-4.52,22.83,45.86,40.46,11.190000000000001,0.8900000000000006
