yy,aeronautica_6779,aeronautica_6797,aeronautica_6803,aeronautica_6851,friuliveneziagiulia_20,marche_108,marche_110,marche_701,toscana_72,aeronautica_6707,aeronautica_6718,aeronautica_6720,aeronautica_6723,aeronautica_6733,emiliaromagna_12702,emiliaromagna_9224,friuliveneziagiulia_39,marche_152,marche_605,aeronautica_6782,marche_104,trentino_6509,trentino_6564,aeronautica_6771,aeronautica_6773,aeronautica_6794,aeronautica_6817,aeronautica_6827,aeronautica_6834,aeronautica_6841,aeronautica_6850,aeronautica_6856,aeronautica_6869,aeronautica_6874,aeronautica_6881,aeronautica_6883,aeronautica_6893,aeronautica_6897,aeronautica_6901,lazio_289,marche_25,sicilia_11812,sicilia_11825,sicilia_11882,aeronautica_6919,aeronautica_6922
1990,0.18999999999999995,1.8200000000000003,2.2,4.029999999999999,4.12,1.5899999999999999,0.7800000000000002,NA,1.1199999999999997,2.17,-0.8,NA,0.8400000000000001,3.12,-0.7599999999999999,-0.55,2.4,1.0500000000000003,1.98,1.99,1.63,1.4300000000000002,1.27,3.5199999999999996,1.9299999999999997,1.6900000000000004,3.3900000000000006,1.7200000000000006,2.34,2.74,3.7800000000000002,1.3100000000000005,3.0100000000000007,2.4800000000000004,1.6899999999999995,NA,2,2,2.0700000000000003,1.620000000000001,0.009999999999999787,2.2699999999999996,1.0099999999999998,NA,0.33999999999999986,3.6000000000000005
1991,-1.11,-0.98,0.40000000000000036,-0.47,-4.88,NA,-3.02,NA,1.1199999999999997,-3.03,-1.5,-1.77,-1.5599999999999998,-3.6799999999999997,-4.36,-4.15,-4.1,-2.65,-0.9199999999999999,-0.81,-2.67,-2.87,-2.9299999999999997,-3.1799999999999997,-1.5700000000000003,-1.7099999999999995,1.3900000000000006,-0.4800000000000004,0.7399999999999993,-0.0600000000000005,-0.3199999999999994,-0.4900000000000002,-3.59,0.17999999999999972,-1.3100000000000005,-0.27000000000000135,-0.3999999999999986,NA,-1.0299999999999994,-0.47999999999999954,-3.1900000000000004,-0.7300000000000004,0.21000000000000085,-3.04,2.74,1.6000000000000005
1992,0.8899999999999997,2.2199999999999998,2,0.5299999999999998,1.52,NA,-0.9199999999999999,1.9400000000000004,2.1199999999999997,-0.23,1.3000000000000003,2.43,1.4400000000000002,0.42,-0.96,-0.9500000000000001,0.6000000000000001,0.4500000000000002,1.6800000000000002,1.3900000000000001,0.9299999999999999,NA,NA,2.42,0.9299999999999997,0.4900000000000002,2.29,1.6199999999999992,2.34,0.13999999999999968,1.6800000000000006,1.1099999999999994,0.009999999999999787,0.6799999999999997,-0.21000000000000085,-0.16999999999999993,-0.3999999999999986,1.0999999999999996,-0.72999999999999865,1.120000000000001,2.1099999999999994,-0.33000000000000007,0.10999999999999943,NA,0.2400000000000002,1.6000000000000005
1993,-1.11,-0.7799999999999998,-2,-0.6699999999999999,-0.5800000000000001,-4.409999999999999,-2.92,0.040000000000000036,-1.6800000000000002,0.06999999999999998,1.3000000000000003,2.43,1.4400000000000002,0.12,-0.3599999999999999,NA,-2.2,NA,-2.12,-2.11,-1.87,-2.77,NA,0.41999999999999993,-1.7700000000000005,-2.1099999999999994,-1.4099999999999997,-0.6799999999999997,-0.9600000000000004,-1.0600000000000005,0.3799999999999999,-0.6899999999999995,-0.3899999999999997,-2.3200000000000003,-1.1099999999999994,-1.0700000000000003,-0.3999999999999986,-1.0999999999999996,-0.33000000000000007,-3.28,-1.5900000000000003,-1.0300000000000011,-0.8900000000000006,-0.14000000000000057,-3.5599999999999996,-2.3
1994,0.5899999999999999,2.7199999999999998,2,0.33000000000000007,0.42000000000000004,-0.81,-2.12,-0.45999999999999996,0.020000000000000018,-0.13,-0.30000000000000004,2.43,4.4399999999999995,2.12,-0.26,0.44999999999999996,0.20000000000000018,NA,0.48000000000000004,-0.010000000000000009,-1.47,NA,-1.13,0.9199999999999999,-0.5700000000000003,0.6900000000000004,2.79,2.42,-0.9600000000000004,1.3399999999999999,2.6800000000000006,-1.8899999999999997,0.20999999999999996,3.379999999999999,1.3900000000000006,2.629999999999999,-1.5999999999999996,2.5,2.2700000000000014,1.2200000000000006,NA,2.469999999999999,1.1099999999999994,1.259999999999999,2.24,2.2
1995,-0.010000000000000231,2.5200000000000005,1.5,1.23,-0.48,1.49,-0.11999999999999988,0.3400000000000003,0.9199999999999999,0.37,1.4,2.13,1.74,1.8199999999999998,-0.26,1.3499999999999999,0.40000000000000013,1.7500000000000004,0.38000000000000006,NA,0.13,NA,-3.0300000000000002,-0.3799999999999999,1.83,1.3900000000000006,0.4900000000000002,-0.28000000000000025,0.54,0.7400000000000002,1.6800000000000006,-1.4900000000000002,0.8099999999999996,-0.9199999999999999,-0.41000000000000014,-0.16999999999999993,-2.299999999999999,-0.09999999999999964,0.27000000000000135,NA,-0.09000000000000075,-1.7300000000000004,-3.29,NA,-0.16000000000000014,1.2000000000000002
1996,-1.11,-3.1799999999999997,-2.5,-1.17,-5.58,-4.71,-5.32,-4.96,NA,-2.93,-1.8,-0.77,1.04,-2.58,-3.8600000000000003,NA,NA,-4.85,-4.0200000000000005,-4.21,-4.07,-4.47,-5.33,-2.4799999999999995,-3.1700000000000004,-4.81,-2.3099999999999996,-1.2800000000000002,-2.0600000000000005,-0.0600000000000005,0.3799999999999999,-1.4900000000000002,0.20999999999999996,0.17999999999999972,-1.1099999999999994,0.8300000000000001,-2.5999999999999996,0.3000000000000007,-2.2299999999999986,NA,-4.19,1.17,-0.5899999999999999,-1.6400000000000006,-1.3599999999999994,-1.5
1997,1.4900000000000002,2.3200000000000003,2.4000000000000004,5.029999999999999,1.7200000000000002,3.39,2.4800000000000004,2.1400000000000006,NA,1.47,1.7000000000000002,2.43,2.94,2.52,-0.26,-0.55,1.4,0.5500000000000003,4.28,NA,3.73,0.43000000000000005,-1.53,1.0200000000000005,3.0299999999999994,3.3899999999999997,4.49,4.42,3.1399999999999997,5.539999999999999,5.78,1.0099999999999998,3.6100000000000003,2.6799999999999997,2.289999999999999,2.9299999999999997,0.40000000000000036,2,0.370000000000001,NA,2.51,2.0699999999999985,1.1099999999999994,1.8600000000000003,NA,4.500000000000001
1998,0.3899999999999997,0.8200000000000003,1.2999999999999998,2.53,2.22,-1.81,-0.11999999999999988,1.04,NA,0.37,-0.7,3.13,NA,2.92,0.44000000000000017,NA,0.40000000000000013,2.4499999999999997,NA,0.39,0.53,-0.77,-1.53,1.2200000000000006,0.5299999999999994,-0.009999999999999787,3.790000000000001,-0.4800000000000004,0.8399999999999999,2.9399999999999995,1.6800000000000006,0.11000000000000032,NA,-1.120000000000001,-0.009999999999999787,0.9299999999999997,-1.0999999999999996,2.0999999999999996,-1.2299999999999986,NA,NA,1.17,0.3100000000000005,-1.8400000000000007,2.24,1.6000000000000005
1999,NA,-0.98,NA,NA,1.52,-2.31,-1.1199999999999999,NA,NA,2.17,0.7000000000000001,NA,NA,1.12,0.44000000000000017,NA,-0.5999999999999999,1.35,NA,NA,-1.87,-2.17,NA,NA,NA,NA,NA,-0.4800000000000004,NA,NA,NA,NA,NA,NA,NA,NA,-3.1999999999999993,NA,NA,-1.2799999999999994,NA,NA,-2.79,-1.9400000000000004,NA,NA
2000,NA,NA,NA,4.029999999999999,1.3200000000000003,0.99,0.3799999999999999,0.3400000000000003,NA,1.17,-0.4,NA,NA,2.12,-1.2599999999999998,NA,-0.7999999999999999,1.15,0.78,NA,-0.77,-0.6699999999999999,-2.4299999999999997,-0.3799999999999999,NA,NA,NA,0.3200000000000003,-1.9600000000000004,NA,NA,NA,NA,0.17999999999999972,1.3900000000000006,1.629999999999999,0.3000000000000007,NA,0.370000000000001,1.120000000000001,1.8099999999999996,0.5699999999999985,-0.5899999999999999,-0.2400000000000002,NA,NA
2001,-0.5100000000000002,NA,NA,-1.57,0.7200000000000001,0.8899999999999999,-0.41999999999999993,NA,NA,-0.83,1.9,2.43,1.74,2.12,-0.5599999999999998,NA,0.40000000000000013,-0.5499999999999998,-1.22,0.89,-0.77,-0.27,-1.73,-2.9799999999999995,-3.1700000000000004,0.29000000000000004,1.1900000000000004,NA,-1.1600000000000001,NA,-1.8199999999999994,-0.8899999999999997,-3.59,-1.7200000000000006,-2.71,0.22999999999999865,-0.6999999999999993,NA,-0.02999999999999936,0.7200000000000006,-0.7900000000000005,-1.2300000000000004,-0.7899999999999991,-0.14000000000000057,2.4399999999999995,2.000000000000001
2002,0.5899999999999999,NA,NA,0.43000000000000016,0.92,NA,-0.31999999999999984,NA,4.02,1.9700000000000002,1.7000000000000002,NA,2.04,2.22,0.8400000000000001,NA,-0.19999999999999996,-0.75,-1.52,0.89,-1.97,NA,-0.1299999999999999,2.5199999999999996,-0.16999999999999993,0.8900000000000006,1.1900000000000004,-0.4800000000000004,-1.1600000000000001,1.54,0.3799999999999999,-1.6899999999999995,NA,-2.3200000000000003,-2.01,-0.370000000000001,-3.499999999999999,0.9000000000000004,-2.4299999999999997,0.5200000000000005,NA,-2.130000000000001,NA,-1.3400000000000007,3.6400000000000006,2.6000000000000005
2003,-0.41000000000000014,NA,NA,-0.3700000000000001,0.5199999999999999,1.29,-0.8199999999999998,-0.3599999999999999,1.2199999999999998,1.07,1.3000000000000003,4.130000000000001,3.7399999999999998,2.52,-0.15999999999999992,NA,-0.19999999999999996,-0.6499999999999999,-1.52,-0.010000000000000009,-3.27,-0.6699999999999999,-1.53,-0.9799999999999995,0.4299999999999997,0.09000000000000075,2.29,1.2199999999999998,-0.5600000000000005,0.7400000000000002,1.6800000000000006,0.5099999999999998,0.20999999999999996,-2.3200000000000003,-1.6099999999999994,-1.4700000000000006,-1.5999999999999996,-1.799999999999999,-1.629999999999999,1.120000000000001,-0.9900000000000002,-2.2300000000000004,-3.49,-4.040000000000001,0.6400000000000006,1.2000000000000002
2004,-0.010000000000000231,-1.38,0,-1.37,1.42,NA,0.28000000000000025,2.24,0.020000000000000018,0.06999999999999998,2.2,2.23,-0.06,2.42,-0.96,-0.25,-0.2999999999999998,-0.04999999999999982,-1.6199999999999999,1.59,-2.4699999999999998,-1.9700000000000002,-1.63,0.1200000000000001,-1.17,-1.5099999999999998,-1.8099999999999996,0.5199999999999996,-0.16000000000000014,-0.0600000000000005,1.1800000000000006,-2.09,-2.79,-2.12,-2.41,-1.67,-0.6999999999999993,-0.5999999999999996,-1.2299999999999986,-1.1799999999999997,0.71,-4.130000000000001,-2.49,-2.4400000000000004,2.84,2.2
2005,-2.81,-1.18,0,-1.17,0.62,0.09,-1.6199999999999999,-0.3599999999999999,-1.1800000000000002,0.5700000000000001,0.29999999999999993,1.23,0.74,1.42,0.040000000000000036,NA,-0.09999999999999987,-0.44999999999999973,-1.42,-2.01,-3.27,NA,NA,-1.4799999999999995,-3.5700000000000003,-0.009999999999999787,0.39000000000000057,-0.4800000000000004,-1.9600000000000004,-0.6600000000000001,-2.0199999999999996,-1.0899999999999999,-0.1900000000000004,-2.3200000000000003,-1.5099999999999998,-2.9700000000000006,-2.5999999999999996,-3.5999999999999996,-2.0299999999999994,-1.4799999999999995,-1.9900000000000002,-2.4300000000000015,-3.1899999999999995,NA,0.2400000000000002,0.40000000000000036
2006,-0.41000000000000014,-1.18,-1.0999999999999996,0.030000000000000027,0.7200000000000001,0.19,0.5800000000000001,0.14000000000000012,0.6199999999999997,-1.23,-0.7,0.22999999999999998,0.24000000000000002,1.7200000000000002,-1.3599999999999999,-2.55,-0.2999999999999998,0.1499999999999999,-0.8200000000000001,-1.5099999999999998,-3.8699999999999997,-5.17,NA,1.0200000000000005,-0.5700000000000003,0.39000000000000057,2.59,0.5199999999999996,-0.16000000000000014,2.539999999999999,1.38,-1.0899999999999999,-0.79,-1.120000000000001,-2.21,-2.4700000000000006,-0.6999999999999993,-1.799999999999999,-2.2299999999999986,-0.7799999999999994,-2.49,-1.5300000000000011,-3.29,-1.04,3.040000000000001,0
2007,0.8899999999999997,-0.7799999999999998,-1.5,-2.17,3.42,2.19,0.28000000000000025,2.74,2.4199999999999995,2.27,2.4,NA,2.44,4.12,1.4400000000000002,0.25,2.8000000000000003,1.0500000000000003,0.18,-1.21,0.6299999999999999,NA,-2.63,3.3200000000000003,0.4299999999999997,0.5900000000000007,0.29000000000000004,-0.4800000000000004,-4.36,0.7400000000000002,1.38,-4.09,-1.3899999999999997,0.08000000000000007,-2.6100000000000003,-0.9700000000000006,0.3000000000000007,-1.5999999999999996,-0.02999999999999936,NA,-1.3900000000000006,-1.1300000000000008,-0.6899999999999995,-2.9400000000000004,1.04,1.6000000000000005
2008,1.6899999999999995,-1.38,0.7000000000000002,-0.77,3.12,NA,NA,1.2400000000000002,2.32,1.27,0.7999999999999999,0.33000000000000007,3.04,2.42,-0.26,0.050000000000000044,1.6,0.6499999999999999,0.78,0.79,-0.47000000000000003,NA,-4.029999999999999,0.41999999999999993,0.4299999999999997,1.3900000000000006,2.1900000000000004,-0.28000000000000025,-0.3600000000000003,2.9399999999999995,0.5800000000000001,-3.09,-1.79,-0.7200000000000006,-4.61,-2.17,-1,-0.5999999999999996,-1.4299999999999997,2.0199999999999996,0.8099999999999996,-2.030000000000001,-0.7899999999999991,-3.3400000000000007,3.24,2.6000000000000005
2009,-2.81,-0.8799999999999999,-1.0999999999999996,-2.9699999999999998,-1.58,NA,NA,-3.76,-1.6800000000000002,-6.630000000000001,-4,-4.77,-2.56,-1.58,-6.26,-6.35,-1.2,-2.05,NA,-0.20999999999999996,-2.4699999999999998,NA,-5.630000000000001,1.3200000000000003,-4.57,0.5900000000000007,-0.41000000000000014,0.9199999999999999,NA,2.1399999999999997,1.6800000000000006,-0.08999999999999986,0.20999999999999996,-3.5200000000000005,-0.9100000000000001,-3.17,1.200000000000001,-1.4000000000000004,-0.8300000000000001,0.3200000000000003,0.40999999999999925,-4.33,-2.1899999999999995,-2.1400000000000006,2.040000000000001,3.2
2010,-2.0100000000000002,-1.5799999999999998,-1.0999999999999996,0.030000000000000027,1.02,-0.10999999999999999,-1.72,-2.0599999999999996,-2.18,-2.73,-2.2,-1.97,-0.56,-0.88,-1.96,-3.25,-1.5,-0.8500000000000001,-0.8200000000000001,-2.91,NA,NA,NA,-0.5800000000000001,-4.57,-0.6099999999999994,0.29000000000000004,-1.2800000000000002,NA,-0.45999999999999996,-2.12,-1.8899999999999997,-0.79,-1.3200000000000003,-0.41000000000000014,-1.9700000000000006,-1.5999999999999996,-1.5999999999999996,0.9700000000000006,-0.7799999999999994,-2.0900000000000003,-2.630000000000001,-0.5899999999999999,-1.4400000000000004,-0.5599999999999996,-1
2011,1.29,0.6200000000000001,0.9000000000000004,0.8300000000000001,1.52,0.79,-0.11999999999999988,0.7400000000000002,1.02,1.77,1.7000000000000002,0.8300000000000001,1.9400000000000002,1.12,0.14000000000000012,-0.25,0.5,0.75,0.38000000000000006,-0.20999999999999996,-0.37,NA,NA,1.0200000000000005,-1.9700000000000002,1.5900000000000007,-0.10999999999999943,0.3200000000000003,NA,2.9399999999999995,2.2800000000000002,-0.08999999999999986,0.8099999999999996,0.27999999999999936,-0.41000000000000014,-1.17,0.5,-1.5999999999999996,-0.8300000000000001,-0.3799999999999999,-0.6900000000000004,-1.83,0.21000000000000085,-0.9400000000000004,2.6400000000000006,1.5
2012,-2.91,-2.88,-4.2,-1.97,-2.38,-2.91,-5.22,-3.6599999999999997,-2.7800000000000002,-2.73,-2.5,-2.17,0.24000000000000002,-1.88,-4.36,-4.45,-1.5,-3.95,-3.52,-5.61,-4.970000000000001,NA,NA,-2.9799999999999995,-3.5700000000000003,-2.2099999999999995,-3.3099999999999996,-0.6799999999999997,NA,0.9399999999999995,-0.5199999999999996,-0.8899999999999997,0.41000000000000014,-1.7200000000000006,-0.9100000000000001,-2.9700000000000006,-2.999999999999999,-1.5999999999999996,-0.8300000000000001,-0.5800000000000001,-4.19,-3.83,-2.3900000000000006,-1.9400000000000004,0.2400000000000002,-0.09999999999999964
2013,1.6899999999999995,0.3200000000000003,-0.20000000000000018,0.43000000000000016,2.3200000000000003,1.5899999999999999,1.1800000000000002,0.9400000000000004,0.41999999999999993,0.27,0.7000000000000001,0.8300000000000001,2.2399999999999998,1.12,-0.96,-0.25,2,0.3500000000000001,1.08,-0.10999999999999999,NA,NA,-6.43,-0.7799999999999994,-0.16999999999999993,1.79,0.4900000000000002,1.2199999999999998,NA,2.84,-0.3199999999999994,0.3100000000000005,1.21,-0.3200000000000003,-0.9100000000000001,-0.9700000000000006,-0.09999999999999964,-1.5999999999999996,1.370000000000001,0.8200000000000003,0.10999999999999943,-1.4300000000000015,-2.59,-0.2400000000000002,2.24,2.7
2014,-1.11,-2.1799999999999997,-3.4,-0.77,1.42,0.99,-0.31999999999999984,0.8399999999999999,0.9199999999999999,2.27,0.7000000000000001,0.6299999999999999,0.34,1.7200000000000002,0.040000000000000036,-0.65,NA,1.5500000000000003,-0.42,-1.6099999999999999,-0.8700000000000001,NA,-3.13,3.120000000000001,-0.16999999999999993,-0.8099999999999996,-2.61,-1.58,NA,0.7400000000000002,0.9800000000000004,-0.29000000000000004,-0.3899999999999997,-4.32,-5.3100000000000005,-6.57,-4.699999999999999,-6.3999999999999995,-3.829999999999999,NA,NA,-7.030000000000001,-5.1899999999999995,NA,1.8399999999999999,-0.8999999999999995
2015,1.0899999999999999,2.2199999999999998,1.2000000000000002,1.4300000000000002,3.5200000000000005,3.4899999999999998,2.38,2.04,3.32,3.27,2.7,0.8300000000000001,2.34,1.52,0.9400000000000002,2.3499999999999996,NA,NA,2.98,0.99,1.43,-0.16999999999999998,-1.73,2.3200000000000003,1.4299999999999997,1.1900000000000004,3.3900000000000006,-0.3799999999999999,NA,1.3399999999999999,0.7800000000000002,0.9100000000000001,0.20999999999999996,-0.7200000000000006,-1.7100000000000009,-0.9700000000000006,-2.299999999999999,-1.5999999999999996,-1.629999999999999,2.3200000000000003,2.01,NA,NA,NA,3.6400000000000006,2.8999999999999995
2016,0.08999999999999986,1.42,0.5,0.8300000000000001,3.5200000000000005,3.9899999999999998,2.2800000000000002,NA,2.02,2.47,-0.20000000000000007,NA,0.34,1.62,0.24,-0.3500000000000001,2.6,NA,1.6800000000000002,1.79,2.23,-1.17,-0.53,1.3200000000000003,-0.5700000000000003,0.1900000000000004,1.9900000000000002,1.6199999999999992,NA,1.3399999999999999,0.3799999999999999,0.3100000000000005,-0.3899999999999997,NA,-0.3100000000000005,-0.5700000000000003,-2.6999999999999993,-1.4000000000000004,-0.02999999999999936,2.7200000000000006,NA,-0.9300000000000015,0.10999999999999943,-1.9400000000000004,2.4399999999999995,2.500000000000001
2017,-1.31,NA,-3.5999999999999996,-4.77,1.3200000000000003,0.5900000000000001,-1.02,-0.8599999999999999,1.52,-0.63,0.7000000000000001,NA,2.34,1.12,-0.45999999999999996,-0.55,-0.9999999999999999,NA,-1.92,-3.01,NA,-2.37,-4.029999999999999,1.3200000000000003,-1.37,-1.8099999999999996,-2.01,-3.18,NA,-2.46,-3.32,-4.09,-6.79,-0.7200000000000006,-5.11,-3.5700000000000003,-3.6999999999999993,-3.3999999999999995,NA,-2.9799999999999995,-2.0900000000000003,-4.23,-4.59,-4.140000000000001,1.2400000000000002,-0.2999999999999998
2018,-3.1100000000000003,NA,-3.3,-1.37,-3.48,-2.0100000000000002,-2.2199999999999998,NA,-2.2800000000000002,0.27,-0.5,-3.77,-0.6599999999999999,-0.48,-3.36,-2.85,NA,-4.15,-4.0200000000000005,-5.21,-5.7700000000000005,-4.67,-4.63,-1.58,-2.97,-1.8099999999999996,-3.01,-1.58,NA,-0.6600000000000001,-0.019999999999999574,-1.0899999999999999,-0.9900000000000002,-0.9199999999999999,1.0899999999999999,-1.370000000000001,1.4000000000000004,-0.1999999999999993,NA,-1.58,-3.1900000000000004,-0.6300000000000008,-0.8900000000000006,0.6599999999999993,3.4399999999999995,-1.2999999999999998
2019,-0.5100000000000002,0.41999999999999993,0.40000000000000036,-2.9699999999999998,1.42,1.29,-0.6199999999999999,0.54,1.7199999999999998,0.17,NA,0.22999999999999998,3.34,0.72,1.34,NA,1.1,-0.75,-0.019999999999999962,1.3900000000000001,-0.47000000000000003,-1.67,-2.9299999999999997,0.3200000000000003,-0.5700000000000003,0.1900000000000004,0.9900000000000002,-1.38,NA,1.3399999999999999,-1.2199999999999998,-2.09,-1.79,-1.92,-1.9100000000000001,-1.7700000000000014,-1.5999999999999996,-2,-0.02999999999999936,0.7200000000000006,-0.9900000000000002,-2.4300000000000015,-0.4900000000000002,-2.54,1.2400000000000002,1.2000000000000002
2020,1.29,2.12,2.7,4.83,3.8200000000000003,4.79,3.38,4.04,3.6199999999999997,1.77,0.09999999999999998,0.22999999999999998,0.34,4.12,NA,NA,NA,2.5500000000000003,2.18,2.79,2.43,-2.17,-3.13,2.3200000000000003,1.4299999999999997,5.19,3.99,1.8200000000000003,1.04,3.34,2.7800000000000002,0.9100000000000001,1.21,NA,-0.3100000000000005,-1.7700000000000014,1.3000000000000007,-0.5999999999999996,1.7700000000000014,2.92,0.6099999999999994,-1.6300000000000008,1.8100000000000005,-0.2400000000000002,3.24,3.7
